"","X","YEAR","SAMPLE","SERIAL","CBSERIAL","HHWT","CLUSTER","STATEFIP","PUMA","STRATA","GQ","PERNUM","PERWT","REPWTP","SEX","AGE","EDUC","EDUCD","INCTOT"
"458",11659,2018,201801,227373,2018000310436,123,2018002273731,8,815,81508,1,1,122,1,2,71,11,114,30000
"459",11697,2018,201801,227393,2018000311587,147,2018002273931,8,814,81408,1,1,147,1,2,77,5,50,36200
"460",11698,2018,201801,227393,2018000311587,147,2018002273931,8,814,81408,1,2,220,1,2,43,10,101,54000
"461",11712,2018,201801,227403,2018000312475,60,2018002274031,8,815,81508,1,1,60,1,2,73,10,101,63000
"462",11740,2018,201801,227419,2018000313769,138,2018002274191,8,813,81308,1,2,134,1,2,33,10,101,32200
"463",11758,2018,201801,227430,2018000314505,75,2018002274301,8,815,81508,1,2,78,1,2,34,10,101,88000
"464",11773,2018,201801,227437,2018000314978,130,2018002274371,8,816,81608,1,1,130,1,2,38,6,64,26000
"465",11793,2018,201801,227446,2018000315465,152,2018002274461,8,814,81408,1,2,116,1,2,48,7,71,15000
"466",11803,2018,201801,227451,2018000315669,81,2018002274511,8,814,81408,1,1,81,1,2,56,10,101,24200
"467",11824,2018,201801,227464,2018000317214,89,2018002274641,8,813,81308,1,1,89,1,2,76,5,50,13100
"468",11846,2018,201801,227474,2018000317652,66,2018002274741,8,812,81208,1,1,66,1,2,69,6,63,25800
"469",11850,2018,201801,227476,2018000317800,94,2018002274761,8,815,81508,1,2,72,1,2,53,10,101,63000
"470",11852,2018,201801,227476,2018000317800,94,2018002274761,8,815,81508,1,5,219,1,2,74,0,2,33600
"471",11863,2018,201801,227482,2018000317990,278,2018002274821,8,815,81508,1,2,273,1,2,54,10,101,26000
"472",11886,2018,201801,227495,2018000318659,93,2018002274951,8,812,81208,1,2,77,1,2,66,2,23,27000
"473",11894,2018,201801,227501,2018000318858,72,2018002275011,8,815,81508,1,1,72,1,2,32,10,101,36000
"474",11895,2018,201801,227501,2018000318858,72,2018002275011,8,815,81508,1,2,94,1,2,63,6,63,21100
"475",11905,2018,201801,227508,2018000319456,59,2018002275081,8,813,81308,1,1,59,1,2,30,10,101,57000
"476",11912,2018,201801,227511,2018000319578,148,2018002275111,8,814,81408,1,3,224,1,2,30,10,101,41000
"477",11915,2018,201801,227513,2018000319708,134,2018002275131,8,814,81408,1,1,134,1,2,48,10,101,498000
"478",11943,2018,201801,227530,2018000320679,78,2018002275301,8,812,81208,1,1,79,1,2,59,7,71,8800
"479",11947,2018,201801,227533,2018000320693,63,2018002275331,8,816,81608,1,1,63,1,2,56,6,65,40000
"480",11963,2018,201801,227543,2018000321489,35,2018002275431,8,816,81608,1,1,34,1,2,37,10,101,87800
"481",11982,2018,201801,227554,2018000322158,62,2018002275541,8,814,81408,1,2,67,1,2,38,8,81,0
"482",12003,2018,201801,227567,2018000322800,186,2018002275671,8,812,81208,1,1,187,1,2,30,8,81,16000
"483",12025,2018,201801,227580,2018000323664,62,2018002275801,8,815,81508,1,1,62,1,2,71,10,101,54450
"484",12070,2018,201801,227603,2018000325167,96,2018002276031,8,815,81508,1,2,123,1,2,52,7,71,9000
"485",12072,2018,201801,227604,2018000325210,64,2018002276041,8,813,81308,1,2,76,1,2,31,10,101,65000
"486",12086,2018,201801,227612,2018000325507,81,2018002276121,8,816,81608,1,2,85,1,2,74,7,71,58000
"487",12091,2018,201801,227616,2018000325681,42,2018002276161,8,813,81308,1,1,43,1,2,31,10,101,155500
"488",12159,2018,201801,227649,2018000327743,53,2018002276491,8,813,81308,1,1,54,1,2,30,10,101,106000
"489",12260,2018,201801,227697,2018000330218,170,2018002276971,8,816,81608,1,1,170,1,2,60,11,114,56000
"490",12262,2018,201801,227697,2018000330218,170,2018002276971,8,816,81608,1,3,191,1,2,78,4,40,15000
"491",12277,2018,201801,227706,2018000330931,119,2018002277061,8,814,81408,1,1,119,1,2,66,11,114,26300
"492",12286,2018,201801,227711,2018000331392,58,2018002277111,8,813,81308,1,1,58,1,2,33,7,71,29000
"493",12295,2018,201801,227716,2018000331993,70,2018002277161,8,815,81508,1,1,70,1,2,49,7,71,0
"494",12304,2018,201801,227721,2018000332273,77,2018002277211,8,816,81608,1,1,76,1,2,30,10,101,83000
"495",12329,2018,201801,227736,2018000333407,159,2018002277361,8,812,81208,1,2,152,1,2,67,11,114,9600
"496",12344,2018,201801,227746,2018000334184,131,2018002277461,8,815,81508,1,1,131,1,2,64,11,114,98500
"497",12345,2018,201801,227746,2018000334184,131,2018002277461,8,815,81508,1,2,152,1,2,32,10,101,95000
"498",12385,2018,201801,227766,2018000335377,148,2018002277661,8,814,81408,1,1,147,1,2,66,11,114,20300
"499",12411,2018,201801,227779,2018000336558,110,2018002277791,8,815,81508,1,2,113,1,2,40,7,71,33600
"500",12435,2018,201801,227793,2018000337547,98,2018002277931,8,812,81208,1,1,98,1,2,50,2,26,12000
"501",12436,2018,201801,227793,2018000337547,98,2018002277931,8,812,81208,1,2,138,1,2,37,6,63,3600
"502",12494,2018,201801,227817,2018000338880,104,2018002278171,8,812,81208,1,2,103,1,2,62,6,63,22900
"503",12512,2018,201801,227825,2018000339242,75,2018002278251,8,816,81608,1,1,76,1,2,33,6,65,920
"504",12521,2018,201801,227830,2018000339837,87,2018002278301,8,813,81308,1,2,89,1,2,37,11,114,0
"505",12525,2018,201801,227832,2018000339926,57,2018002278321,8,815,81508,1,2,67,1,2,58,6,65,0
"506",12536,2018,201801,227838,2018000340202,83,2018002278381,8,814,81408,1,1,83,1,2,75,8,81,35100
"507",12544,2018,201801,227842,2018000340479,140,2018002278421,8,814,81408,1,1,140,1,2,43,10,101,55000
"508",12551,2018,201801,227846,2018000340669,230,2018002278461,8,812,81208,1,1,230,1,2,35,6,63,49000
"509",12567,2018,201801,227853,2018000341056,60,2018002278531,8,813,81308,1,1,60,1,2,52,10,101,24000
"510",12595,2018,201801,227868,2018000341942,128,2018002278681,8,812,81208,1,1,128,1,2,42,11,116,50000
"511",12627,2018,201801,227886,2018000343004,52,2018002278861,8,813,81308,1,2,58,1,2,36,10,101,20000
"512",12690,2018,201801,227922,2018000345375,77,2018002279221,8,816,81608,1,1,78,1,2,31,10,101,35000
"513",12726,2018,201801,227941,2018000346336,371,2018002279411,8,816,81608,1,1,371,1,2,43,6,63,15600
"514",12736,2018,201801,227946,2018000346575,37,2018002279461,8,812,81208,1,1,37,1,2,40,10,101,250000
"515",12769,2018,201801,227963,2018000347449,116,2018002279631,8,815,81508,1,1,116,1,2,40,10,101,75000
"516",12784,2018,201801,227972,2018000348479,225,2018002279721,8,812,81208,1,1,225,1,2,48,10,101,65000
"517",12785,2018,201801,227973,2018000348596,129,2018002279731,8,815,81508,1,1,129,1,2,52,11,114,85000
"518",12799,2018,201801,227980,2018000349274,97,2018002279801,8,816,81608,1,2,83,1,2,79,10,101,13000
"519",12810,2018,201801,227987,2018000350029,291,2018002279871,8,815,81508,1,1,291,1,2,73,11,114,39700
"520",12824,2018,201801,227994,2018000350592,122,2018002279941,8,813,81308,1,2,157,1,2,71,10,101,10400
"521",12835,2018,201801,228001,2018000351141,169,2018002280011,8,816,81608,1,1,169,1,2,37,8,81,40000
"522",12839,2018,201801,228003,2018000351232,148,2018002280031,8,812,81208,1,1,149,1,2,52,8,81,95000
"523",12840,2018,201801,228003,2018000351232,148,2018002280031,8,812,81208,1,2,111,1,2,60,10,101,100000
"524",12859,2018,201801,228012,2018000351728,153,2018002280121,8,812,81208,1,3,415,1,2,33,7,71,35000
"525",12860,2018,201801,228012,2018000351728,153,2018002280121,8,812,81208,1,4,336,1,2,58,8,81,26100
"526",12931,2018,201801,228051,2018000354223,83,2018002280511,8,813,81308,1,1,82,1,2,31,11,114,20000
"527",12974,2018,201801,228072,2018000355362,72,2018002280721,8,812,81208,1,2,60,1,2,66,6,63,56500
"528",13012,2018,201801,228090,2018000356650,63,2018002280901,8,812,81208,1,1,63,1,2,53,11,114,17200
"529",13023,2018,201801,228096,2018000357079,117,2018002280961,8,816,81608,1,2,119,1,2,72,6,64,6000
"530",13054,2018,201801,228112,2018000357867,35,2018002281121,8,816,81608,1,2,41,1,2,74,4,40,10000
"531",13055,2018,201801,228113,2018000357923,86,2018002281131,8,812,81208,1,1,87,1,2,37,6,64,0
"532",13102,2018,201801,228137,2018000359221,74,2018002281371,8,815,81508,1,1,74,1,2,30,10,101,77000
"533",13104,2018,201801,228138,2018000359233,49,2018002281381,8,813,81308,1,2,90,1,2,40,6,65,45000
"534",13176,2018,201801,228178,2018000362337,68,2018002281781,8,816,81608,1,1,67,1,2,32,7,71,22500
"535",13178,2018,201801,228179,2018000362434,39,2018002281791,8,815,81508,1,2,49,1,2,46,7,71,200000
"536",13222,2018,201801,228205,2018000363623,103,2018002282051,8,814,81408,1,1,104,1,2,50,7,71,44000
"537",13247,2018,201801,228219,2018000364174,110,2018002282191,8,812,81208,1,2,120,1,2,33,11,114,52000
"538",13264,2018,201801,228229,2018000364890,66,2018002282291,8,815,81508,1,1,67,1,2,41,8,81,42000
"539",13272,2018,201801,228233,2018000365046,120,2018002282331,8,812,81208,1,2,134,1,2,49,11,116,25000
"540",13280,2018,201801,228237,2018000365253,152,2018002282371,8,812,81208,1,2,170,1,2,41,8,81,18000
"541",13348,2018,201801,228279,2018000368259,80,2018002282791,8,814,81408,1,1,80,1,2,46,7,71,26000
"542",13364,2018,201801,228289,2018000368828,111,2018002282891,8,815,81508,1,1,110,1,2,69,11,114,92800
"543",13380,2018,201801,228297,2018000369528,101,2018002282971,8,813,81308,1,1,101,1,2,61,11,115,95000
"544",13405,2018,201801,228310,2018000370313,371,2018002283101,8,816,81608,1,2,183,1,2,46,6,63,9300
"545",13452,2018,201801,228335,2018000371873,44,2018002283351,8,813,81308,1,1,44,1,2,56,11,114,145000
"546",13461,2018,201801,228339,2018000371953,149,2018002283391,8,815,81508,1,1,149,1,2,32,10,101,60000
"547",13508,2018,201801,228366,2018000373515,100,2018002283661,8,815,81508,1,1,100,1,2,69,10,101,27000
"548",13509,2018,201801,228367,2018000373517,112,2018002283671,8,815,81508,1,1,111,1,2,78,7,71,50000
"549",13525,2018,201801,228376,2018000373747,214,2018002283761,8,814,81408,1,1,213,1,2,35,6,64,22000
"550",13562,2018,201801,228398,2018000375516,92,2018002283981,8,815,81508,1,1,93,1,2,39,6,64,7000
"551",13581,2018,201801,228410,2018000376381,54,2018002284101,8,815,81508,1,1,54,1,2,57,8,81,70000
"552",13582,2018,201801,228411,2018000376417,61,2018002284111,8,812,81208,1,1,62,1,2,36,8,81,66400
"553",13609,2018,201801,228425,2018000377200,66,2018002284251,8,816,81608,1,1,67,1,2,72,6,63,14000
"554",13617,2018,201801,228429,2018000377476,124,2018002284291,8,816,81608,1,2,76,1,2,47,6,61,0
"555",13627,2018,201801,228434,2018000377592,127,2018002284341,8,815,81508,1,2,189,1,2,50,6,64,0
"556",13682,2018,201801,228459,2018000379047,107,2018002284591,8,815,81508,1,2,113,1,2,54,10,101,38000
"557",13706,2018,201801,228473,2018000379828,75,2018002284731,8,814,81408,1,1,75,1,2,58,11,115,200000
"558",13725,2018,201801,228482,2018000380421,138,2018002284821,8,813,81308,1,2,132,1,2,31,11,114,78000
"559",13731,2018,201801,228486,2018000380881,38,2018002284861,8,812,81208,1,1,39,1,2,30,10,101,39000
"560",13734,2018,201801,228487,2018000380888,127,2018002284871,8,815,81508,1,2,134,1,2,38,10,101,60000
"561",13756,2018,201801,228499,2018000381228,73,2018002284991,8,814,81408,1,2,62,1,2,41,11,116,60000
"562",13795,2018,201801,228520,2018000382300,150,2018002285201,8,815,81508,1,1,149,1,2,72,11,115,66400
"563",13797,2018,201801,228521,2018000382381,76,2018002285211,8,812,81208,1,2,69,1,2,30,11,114,115000
"564",13802,2018,201801,228524,2018000382880,118,2018002285241,8,812,81208,1,1,117,1,2,33,2,26,0
"565",13830,2018,201801,228539,2018000384301,132,2018002285391,8,813,81308,1,1,132,1,2,31,11,116,110000
"566",13838,2018,201801,228544,2018000384494,45,2018002285441,8,815,81508,1,1,46,1,2,54,10,101,148000
"567",13843,2018,201801,228547,2018000384902,68,2018002285471,8,813,81308,1,1,68,1,2,53,7,71,111000
"568",13850,2018,201801,228550,2018000385059,72,2018002285501,8,812,81208,1,2,72,1,2,43,6,64,20000
"569",13864,2018,201801,228558,2018000386048,114,2018002285581,8,814,81408,1,1,114,1,2,48,11,114,88000
"570",13880,2018,201801,228566,2018000386532,66,2018002285661,8,814,81408,1,2,61,1,2,76,6,63,13700
"571",13890,2018,201801,228571,2018000386649,62,2018002285711,8,812,81208,1,1,62,1,2,66,11,114,3400
"572",13904,2018,201801,228577,2018000387033,52,2018002285771,8,812,81208,1,2,52,1,2,64,11,114,37000
"573",13921,2018,201801,228587,2018000387408,209,2018002285871,8,814,81408,1,2,179,1,2,45,7,71,42000
"574",13976,2018,201801,228615,2018000388681,65,2018002286151,8,814,81408,1,1,65,1,2,35,10,101,1000
"575",14038,2018,201801,228646,2018000390923,137,2018002286461,8,815,81508,1,2,139,1,2,33,10,101,21000
"576",14044,2018,201801,228649,2018000390987,76,2018002286491,8,815,81508,1,2,69,1,2,59,6,65,20000
"577",14060,2018,201801,228657,2018000391364,47,2018002286571,8,816,81608,1,2,34,1,2,44,10,101,85000
"578",14067,2018,201801,228661,2018000391447,102,2018002286611,8,815,81508,1,1,102,1,2,73,10,101,44900
"579",14108,2018,201801,228682,2018000392338,226,2018002286821,8,814,81408,1,1,226,1,2,36,8,81,96000
"580",14119,2018,201801,228687,2018000392513,88,2018002286871,8,815,81508,1,1,88,1,2,74,11,114,8600
"581",14133,2018,201801,228694,2018000392807,133,2018002286941,8,815,81508,1,2,99,1,2,67,11,114,52000
"582",14157,2018,201801,228707,2018000393647,94,2018002287071,8,816,81608,1,1,94,1,2,58,11,114,100000
"583",14204,2018,201801,228731,2018000396042,113,2018002287311,8,812,81208,1,1,113,1,2,38,11,114,53000
"584",14221,2018,201801,228741,2018000396649,68,2018002287411,8,812,81208,1,1,68,1,2,45,10,101,241000
"585",14227,2018,201801,228744,2018000396807,122,2018002287441,8,814,81408,1,1,122,1,2,37,11,114,25000
"586",14230,2018,201801,228746,2018000396990,111,2018002287461,8,815,81508,1,2,114,1,2,36,11,116,150000
"587",14262,2018,201801,228760,2018000397869,114,2018002287601,8,814,81408,1,1,114,1,2,53,11,115,124000
"588",14299,2018,201801,228779,2018000399103,69,2018002287791,8,813,81308,1,1,69,1,2,62,8,81,69900
"589",14391,2018,201801,228827,2018000402075,165,2018002288271,8,812,81208,1,1,165,1,2,41,10,101,15000
"590",14395,2018,201801,228829,2018000402104,96,2018002288291,8,812,81208,1,2,91,1,2,66,6,65,14000
"591",14407,2018,201801,228835,2018000402344,60,2018002288351,8,815,81508,1,2,85,1,2,43,6,64,0
"592",14466,2018,201801,228869,2018000404304,91,2018002288691,8,815,81508,1,1,91,1,2,68,11,114,67930
"593",14501,2018,201801,228891,2018000405462,66,2018002288911,8,812,81208,1,1,66,1,2,44,11,115,29000
"594",14532,2018,201801,228905,2018000406208,199,2018002289051,8,816,81608,1,1,200,1,2,52,6,65,32700
"595",14549,2018,201801,228913,2018000406684,60,2018002289131,8,815,81508,1,1,60,1,2,70,10,101,19700
"596",14571,2018,201801,228925,2018000407347,176,2018002289251,8,813,81308,1,1,177,1,2,38,11,114,87000
"597",14584,2018,201801,228931,2018000407649,84,2018002289311,8,813,81308,1,2,105,1,2,32,10,101,25000
"598",14617,2018,201801,228948,2018000408940,140,2018002289481,8,815,81508,1,1,141,1,2,34,10,101,100000
"599",14619,2018,201801,228948,2018000408940,140,2018002289481,8,815,81508,1,5,77,1,2,71,10,101,32400
"600",14622,2018,201801,228950,2018000409032,73,2018002289501,8,816,81608,1,1,74,1,2,34,10,101,49000
"601",14671,2018,201801,228977,2018000410232,271,2018002289771,8,816,81608,1,1,270,1,2,40,2,23,15700
"602",14727,2018,201801,229005,2018000411699,116,2018002290051,8,815,81508,1,1,116,1,2,47,10,101,55000
"603",14769,2018,201801,229030,2018000413023,197,2018002290301,8,814,81408,1,1,197,1,2,43,6,65,19300
"604",14784,2018,201801,229037,2018000413419,194,2018002290371,8,812,81208,1,1,194,1,2,47,11,114,55000
"605",14791,2018,201801,229041,2018000413690,72,2018002290411,8,812,81208,1,1,71,1,2,67,6,63,28800
"606",14792,2018,201801,229041,2018000413690,72,2018002290411,8,812,81208,1,2,142,1,2,33,8,81,48000
"607",14815,2018,201801,229053,2018000414429,153,2018002290531,8,815,81508,1,1,153,1,2,45,11,115,250000
"608",14828,2018,201801,229061,2018000414915,93,2018002290611,8,815,81508,1,1,92,1,2,65,6,65,35200
"609",14845,2018,201801,229068,2018000415343,40,2018002290681,8,815,81508,1,2,44,1,2,60,11,114,26000
"610",14887,2018,201801,229091,2018000417057,79,2018002290911,8,812,81208,1,1,79,1,2,66,10,101,30000
"611",14928,2018,201801,229110,2018000418168,107,2018002291101,8,814,81408,1,2,92,1,2,57,6,65,14200
"612",14942,2018,201801,229118,2018000418567,127,2018002291181,8,812,81208,1,2,111,1,2,34,11,114,55000
"613",15011,2018,201801,229158,2018000421183,50,2018002291581,8,815,81508,1,2,60,1,2,31,11,114,105000
"614",15076,2018,201801,229199,2018000424379,103,2018002291991,8,812,81208,1,2,93,1,2,49,11,114,10000
"615",15098,2018,201801,229213,2018000424982,118,2018002292131,8,814,81408,1,1,118,1,2,43,11,114,80880
"616",15127,2018,201801,229228,2018000426300,62,2018002292281,8,814,81408,1,1,61,1,2,34,7,71,0
"617",15132,2018,201801,229230,2018000426678,140,2018002292301,8,814,81408,1,2,149,1,2,34,11,115,103000
"618",15146,2018,201801,229239,2018000427200,116,2018002292391,8,815,81508,1,1,116,1,2,61,7,71,69900
"619",15175,2018,201801,229252,2018000428070,106,2018002292521,8,816,81608,1,1,106,1,2,36,10,101,8700
"620",15188,2018,201801,229259,2018000428313,76,2018002292591,8,813,81308,1,1,76,1,2,50,10,101,128000
"621",15192,2018,201801,229261,2018000428411,252,2018002292611,8,812,81208,1,1,252,1,2,49,5,50,9000
"622",15202,2018,201801,229263,2018000428556,91,2018002292631,8,814,81408,1,3,155,1,2,37,10,101,35000
"623",15205,2018,201801,229264,2018000428558,77,2018002292641,8,812,81208,1,2,70,1,2,73,7,71,6600
"624",15262,2018,201801,229290,2018000430463,139,2018002292901,8,815,81508,1,1,139,1,2,34,10,101,13000
"625",15353,2018,201801,229336,2018000432910,44,2018002293361,8,816,81608,1,2,54,1,2,52,6,64,30200
"626",15354,2018,201801,229336,2018000432910,44,2018002293361,8,816,81608,1,3,73,1,2,35,6,61,0
"627",15358,2018,201801,229338,2018000433085,183,2018002293381,8,812,81208,1,2,181,1,2,64,6,65,78000
"628",15365,2018,201801,229342,2018000433644,119,2018002293421,8,812,81208,1,2,87,1,2,51,8,81,21700
"629",15375,2018,201801,229348,2018000434172,62,2018002293481,8,815,81508,1,1,62,1,2,43,10,101,120000
"630",15401,2018,201801,229361,2018000435312,351,2018002293611,8,815,81508,1,1,350,1,2,64,7,71,17000
"631",15478,2018,201801,229404,2018000437944,135,2018002294041,8,814,81408,1,1,136,1,2,66,10,101,6800
"632",15532,2018,201801,229431,2018000439287,237,2018002294311,8,816,81608,1,1,237,1,2,67,2,23,0
"633",15535,2018,201801,229431,2018000439287,237,2018002294311,8,816,81608,1,4,398,1,2,38,6,63,0
"634",15554,2018,201801,229443,2018000439899,135,2018002294431,8,814,81408,1,1,136,1,2,70,7,71,19300
"635",15561,2018,201801,229447,2018000440356,72,2018002294471,8,814,81408,1,2,79,1,2,41,11,114,0
"636",15577,2018,201801,229457,2018000441034,58,2018002294571,8,815,81508,1,1,58,1,2,54,7,71,34000
"637",15677,2018,201801,229512,2018000444417,61,2018002295121,8,816,81608,1,1,61,1,2,55,7,71,90000
"638",15712,2018,201801,229526,2018000445062,70,2018002295261,8,812,81208,1,2,67,1,2,70,10,101,14500
"639",15729,2018,201801,229535,2018000445306,118,2018002295351,8,813,81308,1,2,110,1,2,59,0,2,75000
"640",15770,2018,201801,229558,2018000446413,264,2018002295581,8,815,81508,1,1,263,1,2,55,10,101,83300
"641",15791,2018,201801,229570,2018000447194,147,2018002295701,8,814,81408,1,2,145,1,2,39,11,114,0
"642",15834,2018,201801,229591,2018000449117,70,2018002295911,8,812,81208,1,3,62,1,2,30,11,114,40000
"643",15851,2018,201801,229599,2018000449920,85,2018002295991,8,813,81308,1,1,85,1,2,35,11,114,75000
"644",15881,2018,201801,229615,2018000450837,148,2018002296151,8,813,81308,1,1,148,1,2,31,10,101,800
"645",15890,2018,201801,229620,2018000451129,65,2018002296201,8,814,81408,1,1,65,1,2,30,10,101,100000
"646",15911,2018,201801,229632,2018000451837,75,2018002296321,8,812,81208,1,2,68,1,2,38,11,114,125000
"647",15962,2018,201801,229663,2018000454879,231,2018002296631,8,812,81208,1,1,231,1,2,32,2,25,0
"648",15990,2018,201801,229676,2018000455446,245,2018002296761,8,813,81308,1,2,196,1,2,33,6,63,0
"649",16007,2018,201801,229687,2018000456080,75,2018002296871,8,815,81508,1,1,75,1,2,36,11,115,184000
"650",16014,2018,201801,229691,2018000456296,108,2018002296911,8,813,81308,1,2,149,1,2,54,10,101,0
"651",16024,2018,201801,229698,2018000456812,134,2018002296981,8,813,81308,1,2,110,1,2,60,10,101,36000
"652",16047,2018,201801,229709,2018000457415,77,2018002297091,8,816,81608,1,6,49,1,2,37,7,71,600
"653",16053,2018,201801,229712,2018000457554,126,2018002297121,8,813,81308,1,2,121,1,2,33,10,101,0
"654",16123,2018,201801,229750,2018000459829,34,2018002297501,8,812,81208,1,1,33,1,2,33,10,101,53000
"655",16124,2018,201801,229750,2018000459829,34,2018002297501,8,812,81208,1,2,51,1,2,30,8,81,11700
"656",16129,2018,201801,229752,2018000460096,74,2018002297521,8,812,81208,1,1,74,1,2,31,10,101,47000
"657",16130,2018,201801,229752,2018000460096,74,2018002297521,8,812,81208,1,2,110,1,2,31,10,101,60000
"658",16149,2018,201801,229762,2018000460540,92,2018002297621,8,815,81508,1,2,143,1,2,49,10,101,125000
"659",16159,2018,201801,229767,2018000460905,71,2018002297671,8,814,81408,1,1,71,1,2,46,10,101,138000
"660",16171,2018,201801,229773,2018000461219,143,2018002297731,8,813,81308,1,1,143,1,2,51,7,71,162000
"661",16207,2018,201801,229794,2018000463162,102,2018002297941,8,813,81308,1,2,141,1,2,46,7,71,0
"662",16271,2018,201801,229828,2018000465664,108,2018002298281,8,812,81208,1,4,189,1,2,55,10,101,10800
"663",16287,2018,201801,229837,2018000466134,289,2018002298371,8,812,81208,1,1,289,1,2,41,11,114,90000
"664",16301,2018,201801,229845,2018000466523,74,2018002298451,8,813,81308,1,1,74,1,2,37,4,40,28000
"665",16385,2018,201801,229887,2018000468731,93,2018002298871,8,815,81508,1,1,92,1,2,72,10,101,72000
"666",16399,2018,201801,229893,2018000469257,181,2018002298931,8,815,81508,1,1,181,1,2,65,6,63,31700
"667",16420,2018,201801,229906,2018000470090,235,2018002299061,8,814,81408,1,1,234,1,2,73,11,116,54900
"668",16440,2018,201801,229918,2018000470621,55,2018002299181,8,813,81308,1,1,55,1,2,65,10,101,60000
"669",16450,2018,201801,229924,2018000470823,126,2018002299241,8,814,81408,1,1,126,1,2,30,11,114,42000
"670",16465,2018,201801,229933,2018000471571,83,2018002299331,8,812,81208,1,1,84,1,2,68,6,63,9500
"671",16466,2018,201801,229933,2018000471571,83,2018002299331,8,812,81208,1,2,148,1,2,62,6,61,11000
"672",16505,2018,201801,229955,2018000472772,70,2018002299551,8,814,81408,1,1,70,1,2,56,6,63,50000
"673",16518,2018,201801,229962,2018000473169,72,2018002299621,8,815,81508,1,2,74,1,2,42,10,101,6000
"674",16539,2018,201801,229975,2018000473998,126,2018002299751,8,813,81308,1,1,126,1,2,78,8,81,14810
"675",16550,2018,201801,229981,2018000474373,172,2018002299811,8,816,81608,1,1,172,1,2,53,7,71,0
"676",16596,2018,201801,230006,2018000475848,115,2018002300061,8,812,81208,1,1,115,1,2,39,11,114,67000
"677",16635,2018,201801,230025,2018000477239,104,2018002300251,8,812,81208,1,2,87,1,2,70,6,63,3600
"678",16655,2018,201801,230035,2018000478047,59,2018002300351,8,815,81508,1,1,59,1,2,76,10,101,68500
"679",16678,2018,201801,230048,2018000478842,62,2018002300481,8,816,81608,1,2,74,1,2,62,0,2,0
"680",16680,2018,201801,230049,2018000478933,177,2018002300491,8,813,81308,1,2,221,1,2,66,7,71,300300
"681",16713,2018,201801,230067,2018000480205,132,2018002300671,8,816,81608,1,1,132,1,2,46,6,64,9000
"682",16716,2018,201801,230067,2018000480205,132,2018002300671,8,816,81608,1,9,200,1,2,34,6,63,17700
"683",16721,2018,201801,230070,2018000480592,137,2018002300701,8,814,81408,1,1,137,1,2,41,6,65,54000
"684",16731,2018,201801,230075,2018000480872,154,2018002300751,8,812,81208,1,1,155,1,2,62,7,71,88000
"685",16863,2018,201801,230139,2018000484833,102,2018002301391,8,812,81208,1,1,102,1,2,62,7,71,35000
"686",16918,2018,201801,230174,2018000486953,90,2018002301741,8,814,81408,1,1,90,1,2,70,10,101,21900
"687",16923,2018,201801,230178,2018000487106,254,2018002301781,8,815,81508,1,1,254,1,2,48,10,101,160000
"688",16932,2018,201801,230183,2018000487281,635,2018002301831,8,815,81508,1,1,635,1,2,49,7,71,12000
"689",16972,2018,201801,230206,2018000488862,233,2018002302061,8,815,81508,1,1,232,1,2,55,10,101,50000
"690",16982,2018,201801,230211,2018000489214,119,2018002302111,8,812,81208,1,2,109,1,2,35,7,71,28000
"691",16985,2018,201801,230213,2018000489279,59,2018002302131,8,813,81308,1,1,59,1,2,49,10,101,51000
"692",17011,2018,201801,230225,2018000489976,76,2018002302251,8,812,81208,1,1,76,1,2,50,10,101,3300
"693",17022,2018,201801,230230,2018000490233,169,2018002302301,8,813,81308,1,1,170,1,2,47,10,101,21000
"694",17045,2018,201801,230241,2018000490888,70,2018002302411,8,815,81508,1,2,75,1,2,38,8,81,0
"695",17058,2018,201801,230248,2018000491255,231,2018002302481,8,812,81208,1,3,382,1,2,48,2,23,20000
"696",17141,2018,201801,230288,2018000493620,73,2018002302881,8,812,81208,1,1,73,1,2,48,10,101,95000
"697",17195,2018,201801,230316,2018000494943,81,2018002303161,8,815,81508,1,1,80,1,2,45,10,101,0
"698",17197,2018,201801,230316,2018000494943,81,2018002303161,8,815,81508,1,5,75,1,2,74,10,101,80050
"699",17204,2018,201801,230319,2018000495068,109,2018002303191,8,812,81208,1,2,141,1,2,77,6,63,21100
"700",17279,2018,201801,230358,2018000497283,169,2018002303581,8,815,81508,1,1,168,1,2,30,10,101,40000
"701",17287,2018,201801,230362,2018000497703,52,2018002303621,8,812,81208,1,2,57,1,2,35,10,101,5000
"702",17367,2018,201801,230402,2018000500266,129,2018002304021,8,813,81308,1,1,129,1,2,56,7,71,27000
"703",17488,2018,201801,230465,2018000503745,131,2018002304651,8,812,81208,1,1,130,1,2,36,10,101,50000
"704",17504,2018,201801,230473,2018000504010,133,2018002304731,8,813,81308,1,2,128,1,2,57,10,101,0
"705",17522,2018,201801,230483,2018000504610,57,2018002304831,8,816,81608,1,1,58,1,2,45,10,101,22000
"706",17532,2018,201801,230488,2018000504699,102,2018002304881,8,816,81608,1,1,102,1,2,65,7,71,26000
"707",17547,2018,201801,230496,2018000505317,88,2018002304961,8,813,81308,1,1,88,1,2,64,11,114,36000
"708",17577,2018,201801,230514,2018000506532,380,2018002305141,8,815,81508,1,1,379,1,2,70,7,71,13600
"709",17581,2018,201801,230516,2018000506763,160,2018002305161,8,812,81208,2,5,229,1,2,36,6,64,0
"710",17586,2018,201801,230516,2018000506763,160,2018002305161,8,812,81208,2,10,160,1,2,39,10,101,25000
