"","X","YEAR","SAMPLE","SERIAL","CBSERIAL","HHWT","CLUSTER","STATEFIP","PUMA","STRATA","GQ","PERNUM","PERWT","REPWTP","SEX","AGE","EDUC","EDUCD","INCTOT"
"906",22404,2018,201801,233065,2018000666430,129,2018002330651,8,812,81208,1,2,175,1,2,36,10,101,65000
"907",22427,2018,201801,233077,2018000667351,89,2018002330771,8,816,81608,1,2,135,1,2,63,4,40,9000
"908",22430,2018,201801,233078,2018000667359,108,2018002330781,8,813,81308,1,1,108,1,2,30,11,114,69000
"909",22438,2018,201801,233083,2018000667458,47,2018002330831,8,815,81508,1,2,74,1,2,48,6,63,25000
"910",22441,2018,201801,233083,2018000667458,47,2018002330831,8,815,81508,1,5,73,1,2,76,6,63,12000
"911",22448,2018,201801,233086,2018000667624,223,2018002330861,8,814,81408,1,2,298,1,2,51,11,115,0
"912",22470,2018,201801,233099,2018000668320,85,2018002330991,8,815,81508,1,1,85,1,2,44,6,63,22000
"913",22484,2018,201801,233108,2018000668706,152,2018002331081,8,814,81408,1,1,152,1,2,36,10,101,82000
"914",22494,2018,201801,233112,2018000669239,70,2018002331121,8,814,81408,1,2,66,1,2,60,10,101,45000
"915",22517,2018,201801,233125,2018000669854,73,2018002331251,8,814,81408,1,1,73,1,2,35,11,114,32000
"916",22521,2018,201801,233127,2018000670012,54,2018002331271,8,814,81408,1,1,55,1,2,46,11,114,82000
"917",22560,2018,201801,233149,2018000671163,130,2018002331491,8,813,81308,1,1,130,1,2,50,10,101,75000
"918",22564,2018,201801,233152,2018000671399,77,2018002331521,8,816,81608,1,1,77,1,2,39,11,114,25000
"919",22609,2018,201801,233180,2018000673276,66,2018002331801,8,815,81508,1,1,66,1,2,30,11,114,50000
"920",22660,2018,201801,233207,2018000674901,79,2018002332071,8,813,81308,1,1,80,1,2,33,6,65,34100
"921",22666,2018,201801,233210,2018000675006,67,2018002332101,8,813,81308,1,2,71,1,2,67,3,30,10500
"922",22668,2018,201801,233210,2018000675006,67,2018002332101,8,813,81308,1,4,106,1,2,42,3,30,12400
"923",22718,2018,201801,233236,2018000676829,118,2018002332361,8,812,81208,1,1,118,1,2,69,10,101,102000
"924",22735,2018,201801,233247,2018000677508,63,2018002332471,8,812,81208,1,1,63,1,2,39,10,101,115000
"925",22746,2018,201801,233252,2018000677756,111,2018002332521,8,812,81208,1,2,103,1,2,35,7,71,28000
"926",22784,2018,201801,233274,2018000679000,132,2018002332741,8,814,81408,1,1,133,1,2,31,10,101,28800
"927",22905,2018,201801,233339,2018000682336,58,2018002333391,8,814,81408,1,1,59,1,2,64,10,101,67750
"928",22907,2018,201801,233340,2018000682356,116,2018002333401,8,812,81208,1,1,116,1,2,37,11,114,0
"929",22927,2018,201801,233351,2018000683363,109,2018002333511,8,815,81508,1,1,109,1,2,33,11,115,170000
"930",22944,2018,201801,233359,2018000683759,57,2018002333591,8,813,81308,1,2,57,1,2,37,10,101,60000
"931",22951,2018,201801,233362,2018000684040,187,2018002333621,8,813,81308,1,2,160,1,2,32,11,115,83000
"932",22982,2018,201801,233378,2018000685138,98,2018002333781,8,815,81508,1,1,98,1,2,65,11,114,106020
"933",23007,2018,201801,233390,2018000686052,240,2018002333901,8,816,81608,1,1,240,1,2,52,10,101,36000
"934",23017,2018,201801,233396,2018000686245,113,2018002333961,8,816,81608,1,1,113,1,2,61,6,63,120000
"935",23029,2018,201801,233403,2018000686662,64,2018002334031,8,812,81208,1,1,65,1,2,65,11,114,25000
"936",23085,2018,201801,233433,2018000688276,58,2018002334331,8,812,81208,1,1,59,1,2,55,8,81,100000
"937",23086,2018,201801,233433,2018000688276,58,2018002334331,8,812,81208,1,2,56,1,2,56,10,101,58000
"938",23090,2018,201801,233436,2018000688593,116,2018002334361,8,815,81508,1,2,122,1,2,43,11,114,50000
"939",23135,2018,201801,233463,2018000690853,73,2018002334631,8,812,81208,1,1,74,1,2,44,11,114,53600
"940",23153,2018,201801,233474,2018000691502,167,2018002334741,8,813,81308,1,1,167,1,2,33,11,115,250000
"941",23162,2018,201801,233478,2018000691812,144,2018002334781,8,813,81308,1,2,139,1,2,32,11,115,85000
"942",23183,2018,201801,233492,2018000692891,100,2018002334921,8,815,81508,1,1,99,1,2,59,7,71,14000
"943",23195,2018,201801,233499,2018000693011,83,2018002334991,8,813,81308,1,1,82,1,2,56,11,114,150000
"944",23204,2018,201801,233502,2018000693312,55,2018002335021,8,813,81308,1,2,53,1,2,61,10,101,30000
"945",23226,2018,201801,233515,2018000694317,106,2018002335151,8,815,81508,1,1,106,1,2,36,6,65,20000
"946",23239,2018,201801,233521,2018000694660,62,2018002335211,8,814,81408,1,2,54,1,2,75,11,114,43300
"947",23276,2018,201801,233539,2018000695546,106,2018002335391,8,812,81208,1,1,106,1,2,32,6,64,0
"948",23294,2018,201801,233548,2018000695818,108,2018002335481,8,814,81408,1,2,113,1,2,70,10,101,16000
"949",23307,2018,201801,233557,2018000696574,73,2018002335571,8,815,81508,1,1,73,1,2,47,8,81,17000
"950",23356,2018,201801,233586,2018000698030,323,2018002335861,8,815,81508,1,1,323,1,2,35,10,101,80000
"951",23388,2018,201801,233603,2018000699142,59,2018002336031,8,816,81608,1,1,59,1,2,40,11,114,95200
"952",23389,2018,201801,233603,2018000699142,59,2018002336031,8,816,81608,1,2,59,1,2,47,10,101,74200
"953",23403,2018,201801,233610,2018000699482,185,2018002336101,8,815,81508,1,1,185,1,2,45,10,101,18300
"954",23420,2018,201801,233622,2018000700877,74,2018002336221,8,816,81608,1,1,73,1,2,69,6,64,13130
"955",23465,2018,201801,233646,2018000702565,71,2018002336461,8,812,81208,1,1,71,1,2,40,7,71,22600
"956",23483,2018,201801,233657,2018000703603,59,2018002336571,8,815,81508,1,2,75,1,2,58,10,101,0
"957",23495,2018,201801,233665,2018000703893,76,2018002336651,8,815,81508,1,2,75,1,2,41,11,114,54000
"958",23516,2018,201801,233675,2018000704633,133,2018002336751,8,816,81608,1,3,193,1,2,31,10,101,24000
"959",23533,2018,201801,233684,2018000705037,57,2018002336841,8,813,81308,1,1,56,1,2,63,6,63,23300
"960",23565,2018,201801,233702,2018000706285,68,2018002337021,8,815,81508,1,1,68,1,2,55,6,65,60000
"961",23574,2018,201801,233707,2018000706552,65,2018002337071,8,812,81208,1,2,64,1,2,76,6,63,11200
"962",23589,2018,201801,233714,2018000706725,90,2018002337141,8,813,81308,1,1,90,1,2,43,10,101,10300
"963",23600,2018,201801,233719,2018000707003,82,2018002337191,8,812,81208,1,2,124,1,2,52,11,116,95000
"964",23601,2018,201801,233719,2018000707003,82,2018002337191,8,812,81208,1,4,173,1,2,79,10,101,0
"965",23605,2018,201801,233721,2018000707153,122,2018002337211,8,814,81408,1,2,130,1,2,72,6,63,55150
"966",23606,2018,201801,233722,2018000707165,54,2018002337221,8,813,81308,1,1,54,1,2,42,11,114,0
"967",23664,2018,201801,233754,2018000709390,134,2018002337541,8,813,81308,1,2,136,1,2,39,11,116,162000
"968",23711,2018,201801,233777,2018000710508,65,2018002337771,8,812,81208,1,1,65,1,2,34,11,114,54000
"969",23718,2018,201801,233780,2018000710824,91,2018002337801,8,816,81608,1,2,109,1,2,32,11,114,58000
"970",23791,2018,201801,233822,2018000713352,111,2018002338221,8,815,81508,1,1,111,1,2,31,11,114,12000
"971",23870,2018,201801,233864,2018000715691,143,2018002338641,8,812,81208,1,2,153,1,2,66,7,71,13000
"972",23871,2018,201801,233864,2018000715691,143,2018002338641,8,812,81208,1,3,255,1,2,62,6,65,0
"973",23881,2018,201801,233870,2018000716196,69,2018002338701,8,815,81508,1,1,68,1,2,68,10,101,15800
"974",23895,2018,201801,233877,2018000716582,158,2018002338771,8,813,81308,1,1,159,1,2,36,10,101,140000
"975",23917,2018,201801,233888,2018000717072,65,2018002338881,8,815,81508,1,2,68,1,2,40,10,101,246000
"976",24017,2018,201801,233944,2018000720481,67,2018002339441,8,812,81208,1,2,64,1,2,57,10,101,48000
"977",24031,2018,201801,233950,2018000720719,167,2018002339501,8,816,81608,1,1,167,1,2,51,11,114,48000
"978",24042,2018,201801,233955,2018000721083,152,2018002339551,8,813,81308,1,2,162,1,2,36,10,101,45000
"979",24079,2018,201801,233976,2018000722389,110,2018002339761,8,815,81508,1,1,110,1,2,40,11,114,7000
"980",24107,2018,201801,233991,2018000722974,91,2018002339911,8,815,81508,1,2,98,1,2,47,6,63,29100
"981",24128,2018,201801,234001,2018000723849,134,2018002340011,8,812,81208,1,1,135,1,2,38,10,101,70000
"982",24198,2018,201801,234038,2018000725910,74,2018002340381,8,814,81408,1,1,74,1,2,73,11,115,54900
"983",24204,2018,201801,234041,2018000726029,93,2018002340411,8,814,81408,1,2,71,1,2,46,11,114,18000
"984",24272,2018,201801,234078,2018000728143,67,2018002340781,8,816,81608,1,1,67,1,2,53,6,65,83000
"985",24283,2018,201801,234085,2018000728735,99,2018002340851,8,813,81308,1,1,99,1,2,32,10,101,20000
"986",24304,2018,201801,234095,2018000729413,69,2018002340951,8,814,81408,1,2,52,1,2,47,10,101,25000
"987",24305,2018,201801,234095,2018000729413,69,2018002340951,8,814,81408,1,4,76,1,2,75,6,63,7300
"988",24335,2018,201801,234113,2018000730326,131,2018002341131,8,816,81608,1,1,131,1,2,74,0,2,9460
"989",24379,2018,201801,234130,2018000731514,45,2018002341301,8,815,81508,1,6,61,1,2,33,8,81,35000
"990",24419,2018,201801,234150,2018000732651,67,2018002341501,8,812,81208,1,1,66,1,2,32,10,101,72200
"991",24437,2018,201801,234160,2018000733476,127,2018002341601,8,816,81608,1,1,127,1,2,50,11,116,100000
"992",24438,2018,201801,234161,2018000733624,173,2018002341611,8,816,81608,1,1,173,1,2,75,6,63,8600
"993",24516,2018,201801,234203,2018000736725,95,2018002342031,8,812,81208,1,3,55,1,2,34,10,101,1500
"994",24540,2018,201801,234215,2018000737391,121,2018002342151,8,815,81508,1,2,123,1,2,34,11,114,0
"995",24556,2018,201801,234222,2018000737837,59,2018002342221,8,815,81508,1,2,62,1,2,51,10,101,115600
"996",24557,2018,201801,234223,2018000737865,56,2018002342231,8,812,81208,1,1,55,1,2,72,11,114,75000
"997",24559,2018,201801,234224,2018000737931,94,2018002342241,8,815,81508,1,1,94,1,2,71,11,114,65900
"998",24577,2018,201801,234235,2018000738472,128,2018002342351,8,813,81308,1,2,91,1,2,33,11,114,88000
"999",24597,2018,201801,234247,2018000739335,92,2018002342471,8,815,81508,1,1,93,1,2,66,10,101,53200
"1000",24675,2018,201801,234286,2018000741498,71,2018002342861,8,812,81208,1,3,125,1,2,56,6,61,0
"1001",24692,2018,201801,234294,2018000742044,163,2018002342941,8,812,81208,1,2,142,1,2,34,2,26,28000
"1002",24704,2018,201801,234301,2018000742576,75,2018002343011,8,816,81608,1,1,75,1,2,36,8,81,34500
"1003",24714,2018,201801,234304,2018000742659,118,2018002343041,8,814,81408,1,2,112,1,2,55,11,114,0
"1004",24743,2018,201801,234319,2018000743668,144,2018002343191,8,814,81408,1,2,160,1,2,42,10,101,42000
"1005",24758,2018,201801,234328,2018000744084,204,2018002343281,8,816,81608,1,2,202,1,2,52,2,25,15000
"1006",24771,2018,201801,234335,2018000744843,109,2018002343351,8,814,81408,1,2,115,1,2,31,10,101,75000
"1007",24816,2018,201801,234358,2018000746407,357,2018002343581,8,815,81508,1,1,357,1,2,71,10,101,9200
"1008",24861,2018,201801,234382,2018000748150,338,2018002343821,8,813,81308,1,1,338,1,2,76,6,65,10700
"1009",24865,2018,201801,234385,2018000748236,39,2018002343851,8,815,81508,1,1,39,1,2,65,8,81,52500
"1010",24890,2018,201801,234399,2018000749278,155,2018002343991,8,816,81608,1,1,154,1,2,40,10,101,62000
"1011",24906,2018,201801,234409,2018000749666,40,2018002344091,8,815,81508,1,1,40,1,2,34,10,101,40000
"1012",24907,2018,201801,234409,2018000749666,40,2018002344091,8,815,81508,1,2,40,1,2,32,8,81,40000
"1013",24947,2018,201801,234426,2018000750750,157,2018002344261,8,815,81508,1,1,157,1,2,47,11,114,100
"1014",24964,2018,201801,234435,2018000751224,64,2018002344351,8,814,81408,1,1,64,1,2,63,11,114,0
"1015",24988,2018,201801,234446,2018000751789,106,2018002344461,8,814,81408,1,1,106,1,2,68,11,114,15600
"1016",24998,2018,201801,234452,2018000752248,304,2018002344521,8,815,81508,1,1,304,1,2,48,10,101,91000
"1017",25008,2018,201801,234456,2018000752450,70,2018002344561,8,814,81408,1,2,63,1,2,54,10,101,100000
"1018",25017,2018,201801,234461,2018000752630,158,2018002344611,8,814,81408,1,1,159,1,2,68,6,64,50800
"1019",25020,2018,201801,234462,2018000752633,33,2018002344621,8,812,81208,1,2,31,1,2,69,6,63,70000
"1020",25048,2018,201801,234478,2018000753416,101,2018002344781,8,814,81408,1,2,108,1,2,36,10,101,15000
"1021",25077,2018,201801,234493,2018000753970,259,2018002344931,8,815,81508,1,1,259,1,2,74,7,71,16000
"1022",25111,2018,201801,234514,2018000755349,70,2018002345141,8,816,81608,1,1,70,1,2,44,8,81,75000
"1023",25176,2018,201801,234550,2018000757408,67,2018002345501,8,812,81208,1,1,68,1,2,34,11,114,30000
"1024",25190,2018,201801,234557,2018000757792,46,2018002345571,8,813,81308,1,1,46,1,2,37,11,114,80000
"1025",25214,2018,201801,234570,2018000758765,92,2018002345701,8,814,81408,1,2,96,1,2,32,11,115,70000
"1026",25230,2018,201801,234578,2018000759241,69,2018002345781,8,815,81508,1,1,70,1,2,31,11,116,110000
"1027",25232,2018,201801,234579,2018000759282,39,2018002345791,8,812,81208,1,1,39,1,2,76,6,63,12900
"1028",25282,2018,201801,234606,2018000760686,231,2018002346061,8,812,81208,1,2,183,1,2,30,8,81,19000
"1029",25341,2018,201801,234639,2018000762169,518,2018002346391,8,812,81208,1,1,517,1,2,69,6,63,9100
"1030",25352,2018,201801,234646,2018000762724,133,2018002346461,8,814,81408,1,1,133,1,2,53,6,64,27800
"1031",25366,2018,201801,234654,2018000763234,73,2018002346541,8,812,81208,1,1,72,1,2,68,0,2,5400
"1032",25367,2018,201801,234654,2018000763234,73,2018002346541,8,812,81208,1,2,161,1,2,42,6,65,45000
"1033",25409,2018,201801,234673,2018000764437,141,2018002346731,8,815,81508,1,1,142,1,2,37,10,101,19000
"1034",25439,2018,201801,234693,2018000765785,44,2018002346931,8,812,81208,1,1,45,1,2,64,6,65,30000
"1035",25441,2018,201801,234693,2018000765785,44,2018002346931,8,812,81208,1,3,75,1,2,46,6,64,6500
"1036",25461,2018,201801,234703,2018000766318,85,2018002347031,8,813,81308,1,2,110,1,2,37,10,101,120000
"1037",25471,2018,201801,234707,2018000766413,48,2018002347071,8,813,81308,1,1,48,1,2,67,6,64,0
"1038",25472,2018,201801,234707,2018000766413,48,2018002347071,8,813,81308,1,2,71,1,2,42,6,65,0
"1039",25486,2018,201801,234713,2018000766837,64,2018002347131,8,815,81508,1,1,64,1,2,75,6,65,47200
"1040",25504,2018,201801,234722,2018000767204,56,2018002347221,8,815,81508,1,2,53,1,2,73,7,71,16600
"1041",25505,2018,201801,234722,2018000767204,56,2018002347221,8,815,81508,1,3,108,1,2,48,11,115,0
"1042",25521,2018,201801,234731,2018000767730,84,2018002347311,8,816,81608,1,1,85,1,2,68,10,101,75600
"1043",25522,2018,201801,234731,2018000767730,84,2018002347311,8,816,81608,1,2,58,1,2,56,10,101,60000
"1044",25532,2018,201801,234736,2018000767911,142,2018002347361,8,814,81408,1,2,123,1,2,44,11,114,36400
"1045",25557,2018,201801,234749,2018000768564,72,2018002347491,8,812,81208,1,1,73,1,2,32,10,101,38000
"1046",25580,2018,201801,234760,2018000769479,65,2018002347601,8,816,81608,1,1,64,1,2,45,10,101,35000
"1047",25581,2018,201801,234760,2018000769479,65,2018002347601,8,816,81608,1,2,149,1,2,36,10,101,50000
"1048",25591,2018,201801,234766,2018000769612,57,2018002347661,8,813,81308,1,3,49,1,2,31,7,71,0
"1049",25594,2018,201801,234768,2018000769673,100,2018002347681,8,813,81308,1,1,100,1,2,30,11,114,45000
"1050",25640,2018,201801,234791,2018000770720,77,2018002347911,8,816,81608,1,1,78,1,2,36,7,71,90000
"1051",25654,2018,201801,234795,2018000770974,33,2018002347951,8,816,81608,1,1,34,1,2,56,6,63,25000
"1052",25665,2018,201801,234800,2018000771389,75,2018002348001,8,813,81308,1,1,74,1,2,44,7,71,50000
"1053",25704,2018,201801,234818,2018000773038,129,2018002348181,8,814,81408,1,1,130,1,2,41,6,65,0
"1054",25719,2018,201801,234827,2018000773427,66,2018002348271,8,815,81508,1,1,66,1,2,34,10,101,86000
"1055",25761,2018,201801,234849,2018000774327,98,2018002348491,8,814,81408,1,2,107,1,2,37,10,101,67000
"1056",25791,2018,201801,234864,2018000775090,65,2018002348641,8,815,81508,1,2,60,1,2,69,10,101,25000
"1057",25821,2018,201801,234877,2018000775620,77,2018002348771,8,814,81408,1,1,78,1,2,39,10,101,59000
"1058",25844,2018,201801,234892,2018000776273,135,2018002348921,8,815,81508,1,1,135,1,2,46,10,101,50000
"1059",25885,2018,201801,234913,2018000777643,192,2018002349131,8,816,81608,1,2,233,1,2,52,2,22,0
"1060",25895,2018,201801,234918,2018000778074,80,2018002349181,8,814,81408,1,1,80,1,2,49,10,101,102600
"1061",25945,2018,201801,234948,2018000779772,170,2018002349481,8,812,81208,1,1,171,1,2,31,11,114,52000
"1062",25961,2018,201801,234956,2018000780245,171,2018002349561,8,812,81208,1,1,171,1,2,41,10,101,120200
"1063",25963,2018,201801,234957,2018000780330,429,2018002349571,8,812,81208,1,1,430,1,2,38,8,81,36000
"1064",25965,2018,201801,234958,2018000780342,148,2018002349581,8,812,81208,1,1,148,1,2,54,8,81,47100
"1065",25968,2018,201801,234958,2018000780342,148,2018002349581,8,812,81208,1,5,197,1,2,35,10,101,25000
"1066",25987,2018,201801,234968,2018000780896,92,2018002349681,8,813,81308,1,1,92,1,2,57,6,63,110000
"1067",25999,2018,201801,234975,2018000781471,112,2018002349751,8,812,81208,1,2,102,1,2,34,11,114,0
"1068",26005,2018,201801,234979,2018000781638,56,2018002349791,8,815,81508,1,1,56,1,2,73,11,114,100000
"1069",26019,2018,201801,234986,2018000782096,57,2018002349861,8,812,81208,1,2,119,1,2,40,2,23,0
"1070",26028,2018,201801,234989,2018000782322,54,2018002349891,8,816,81608,1,3,133,1,2,63,6,63,33300
"1071",26030,2018,201801,234991,2018000782440,123,2018002349911,8,815,81508,1,1,123,1,2,36,11,114,85000
"1072",26068,2018,201801,235010,2018000784097,78,2018002350101,8,816,81608,1,1,78,1,2,57,10,101,92000
"1073",26076,2018,201801,235014,2018000784421,105,2018002350141,8,815,81508,1,2,106,1,2,32,10,101,175000
"1074",26100,2018,201801,235029,2018000785448,152,2018002350291,8,814,81408,1,1,151,1,2,53,11,114,40000
"1075",26124,2018,201801,235043,2018000786640,138,2018002350431,8,815,81508,1,1,137,1,2,62,8,81,53000
"1076",26125,2018,201801,235043,2018000786640,138,2018002350431,8,815,81508,1,2,169,1,2,40,11,116,0
"1077",26129,2018,201801,235044,2018000786953,150,2018002350441,8,812,81208,1,5,141,1,2,54,10,101,0
"1078",26148,2018,201801,235053,2018000787317,22,2018002350531,8,816,81608,1,2,33,1,2,77,10,101,23200
"1079",26166,2018,201801,235064,2018000788400,80,2018002350641,8,814,81408,1,1,79,1,2,44,10,101,0
"1080",26186,2018,201801,235074,2018000788975,53,2018002350741,8,815,81508,1,1,53,1,2,30,10,101,63000
"1081",26222,2018,201801,235094,2018000790172,71,2018002350941,8,812,81208,1,1,70,1,2,38,10,101,79000
"1082",26330,2018,201801,235148,2018000793659,156,2018002351481,8,816,81608,1,3,321,1,2,66,6,61,51000
"1083",26337,2018,201801,235152,2018000793859,80,2018002351521,8,814,81408,1,1,80,1,2,38,11,114,100000
"1084",26381,2018,201801,235175,2018000795360,127,2018002351751,8,815,81508,1,1,128,1,2,57,8,81,50000
"1085",26431,2018,201801,235205,2018000797433,55,2018002352051,8,815,81508,1,1,54,1,2,65,10,101,15450
"1086",26432,2018,201801,235206,2018000797749,209,2018002352061,8,812,81208,1,1,209,1,2,50,0,2,4800
"1087",26491,2018,201801,235238,2018000799989,88,2018002352381,8,815,81508,1,1,88,1,2,66,11,115,130000
"1088",26511,2018,201801,235248,2018000800886,138,2018002352481,8,812,81208,1,1,138,1,2,31,10,101,40000
"1089",26557,2018,201801,235273,2018000802135,95,2018002352731,8,815,81508,1,1,95,1,2,37,8,81,68000
"1090",26623,2018,201801,235306,2018000804653,116,2018002353061,8,815,81508,1,2,120,1,2,41,10,101,2600
"1091",26651,2018,201801,235322,2018000805569,68,2018002353221,8,812,81208,1,1,68,1,2,36,10,101,32000
"1092",26696,2018,201801,235346,2018000806913,45,2018002353461,8,812,81208,1,1,45,1,2,34,11,114,65000
"1093",26711,2018,201801,235355,2018000807637,99,2018002353551,8,816,81608,1,2,91,1,2,43,10,101,35000
"1094",26759,2018,201801,235378,2018000809322,89,2018002353781,8,812,81208,1,2,82,1,2,63,8,81,5700
"1095",26781,2018,201801,235388,2018000810068,80,2018002353881,8,814,81408,1,1,80,1,2,40,10,101,175000
"1096",26782,2018,201801,235389,2018000810069,82,2018002353891,8,815,81508,1,1,82,1,2,77,11,116,6700
"1097",26819,2018,201801,235410,2018000810976,253,2018002354101,8,816,81608,1,1,254,1,2,34,6,63,0
"1098",26861,2018,201801,235433,2018000812512,129,2018002354331,8,815,81508,1,2,135,1,2,54,7,71,5000
"1099",26907,2018,201801,235459,2018000813777,105,2018002354591,8,815,81508,1,2,99,1,2,70,10,101,40000
"1100",26914,2018,201801,235463,2018000813905,118,2018002354631,8,814,81408,1,1,117,1,2,34,11,114,55000
"1101",26942,2018,201801,235477,2018000814824,46,2018002354771,8,812,81208,1,1,46,1,2,70,6,63,21000
"1102",26982,2018,201801,235496,2018000815988,74,2018002354961,8,812,81208,1,1,74,1,2,69,6,63,9700
"1103",26988,2018,201801,235499,2018000816342,73,2018002354991,8,813,81308,1,1,73,1,2,42,10,101,80000
"1104",27031,2018,201801,235522,2018000817738,63,2018002355221,8,812,81208,1,1,64,1,2,59,0,2,11500
"1105",27064,2018,201801,235536,2018000819435,111,2018002355361,8,814,81408,1,1,111,1,2,51,11,114,100000
"1106",27071,2018,201801,235540,2018000819572,30,2018002355401,8,813,81308,1,2,29,1,2,60,10,101,0
"1107",27087,2018,201801,235549,2018000820705,163,2018002355491,8,813,81308,1,2,165,1,2,39,11,114,60000
"1108",27100,2018,201801,235555,2018000821174,58,2018002355551,8,815,81508,1,2,67,1,2,60,11,116,14000
"1109",27103,2018,201801,235557,2018000821283,60,2018002355571,8,814,81408,1,2,57,1,2,60,11,114,19000
"1110",27118,2018,201801,235566,2018000821934,64,2018002355661,8,812,81208,1,1,64,1,2,57,6,63,110000
"1111",27123,2018,201801,235566,2018000821934,64,2018002355661,8,812,81208,1,6,97,1,2,64,6,63,9000
"1112",27172,2018,201801,235592,2018000824173,102,2018002355921,8,816,81608,1,2,89,1,2,60,7,71,0
"1113",27219,2018,201801,235615,2018000825593,269,2018002356151,8,816,81608,1,2,192,1,2,40,7,71,15100
"1114",27221,2018,201801,235617,2018000825722,166,2018002356171,8,813,81308,1,1,165,1,2,39,11,114,136000
"1115",27240,2018,201801,235626,2018000826284,122,2018002356261,8,815,81508,1,1,122,1,2,44,11,114,39000
"1116",27275,2018,201801,235649,2018000827501,105,2018002356491,8,814,81408,1,2,65,1,2,47,10,101,40000
"1117",27312,2018,201801,235669,2018000829181,313,2018002356691,8,812,81208,1,2,172,1,2,55,2,23,0
"1118",27358,2018,201801,235693,2018000830299,124,2018002356931,8,814,81408,1,1,124,1,2,54,8,81,0
"1119",27362,2018,201801,235695,2018000830445,43,2018002356951,8,815,81508,1,2,84,1,2,45,6,63,30000
"1120",27381,2018,201801,235706,2018000831070,178,2018002357061,8,812,81208,1,1,178,1,2,72,10,101,94200
"1121",27395,2018,201801,235714,2018000831700,94,2018002357141,8,816,81608,1,2,108,1,2,44,4,40,10000
"1122",27418,2018,201801,235726,2018000832423,205,2018002357261,8,814,81408,1,1,205,1,2,45,10,101,53000
"1123",27427,2018,201801,235731,2018000832710,78,2018002357311,8,815,81508,1,1,78,1,2,77,7,71,21600
"1124",27444,2018,201801,235737,2018000833056,63,2018002357371,8,812,81208,1,2,90,1,2,30,10,101,50000
"1125",27462,2018,201801,235745,2018000833742,137,2018002357451,8,814,81408,1,1,137,1,2,31,10,101,38000
"1126",27469,2018,201801,235750,2018000834132,82,2018002357501,8,814,81408,1,1,82,1,2,31,11,114,40000
"1127",27492,2018,201801,235762,2018000835143,122,2018002357621,8,814,81408,1,2,128,1,2,32,10,101,85000
"1128",27496,2018,201801,235765,2018000835273,157,2018002357651,8,814,81408,1,1,157,1,2,34,10,101,72000
"1129",27513,2018,201801,235774,2018000835884,134,2018002357741,8,815,81508,1,1,134,1,2,34,11,115,89000
"1130",27515,2018,201801,235774,2018000835884,134,2018002357741,8,815,81508,1,4,109,1,2,55,6,63,0
"1131",27527,2018,201801,235781,2018000836321,64,2018002357811,8,814,81408,1,1,63,1,2,36,11,114,3000
"1132",27535,2018,201801,235785,2018000837154,179,2018002357851,8,815,81508,1,1,179,1,2,78,8,81,19200
"1133",27542,2018,201801,235788,2018000837284,134,2018002357881,8,813,81308,1,2,135,1,2,68,11,114,100000
"1134",27544,2018,201801,235789,2018000837305,207,2018002357891,8,812,81208,1,2,167,1,2,49,0,2,0
"1135",27549,2018,201801,235790,2018000837319,75,2018002357901,8,815,81508,1,1,75,1,2,63,7,71,16200
"1136",27596,2018,201801,235817,2018000838999,98,2018002358171,8,813,81308,1,1,98,1,2,56,7,71,90120
"1137",27682,2018,201801,235867,2018000841966,40,2018002358671,8,815,81508,1,2,39,1,2,54,10,101,107000
"1138",27733,2018,201801,235895,2018000843991,129,2018002358951,8,816,81608,1,2,106,1,2,45,1,16,0
"1139",27759,2018,201801,235909,2018000844880,63,2018002359091,8,814,81408,1,1,63,1,2,32,10,101,85200
"1140",27791,2018,201801,235924,2018000845704,157,2018002359241,8,813,81308,1,2,135,1,2,31,10,101,40000
"1141",27832,2018,201801,235946,2018000847245,89,2018002359461,8,812,81208,1,2,80,1,2,63,6,63,22900
"1142",27875,2018,201801,235973,2018000848806,81,2018002359731,8,812,81208,1,1,81,1,2,75,10,101,43800
"1143",27885,2018,201801,235981,2018000849515,92,2018002359811,8,814,81408,1,1,93,1,2,44,10,101,5000
"1144",27897,2018,201801,235988,2018000849804,726,2018002359881,8,816,81608,1,1,726,1,2,32,10,101,30000
"1145",27951,2018,201801,236016,2018000851847,357,2018002360161,8,814,81408,1,1,356,1,2,52,11,115,200200
"1146",27989,2018,201801,236037,2018000853319,120,2018002360371,8,813,81308,1,2,122,1,2,37,11,114,36000
"1147",27998,2018,201801,236043,2018000853684,394,2018002360431,8,815,81508,1,1,394,1,2,61,11,116,200000
"1148",28027,2018,201801,236058,2018000854618,154,2018002360581,8,812,81208,1,1,154,1,2,69,3,30,10900
"1149",28062,2018,201801,236077,2018000855830,101,2018002360771,8,815,81508,1,2,93,1,2,69,6,61,14700
"1150",28078,2018,201801,236085,2018000856194,104,2018002360851,8,815,81508,1,1,104,1,2,32,11,116,60000
"1151",28105,2018,201801,236097,2018000856821,145,2018002360971,8,812,81208,1,1,145,1,2,75,8,81,12000
"1152",28138,2018,201801,236117,2018000858381,100,2018002361171,8,815,81508,1,1,100,1,2,76,11,114,4900
"1153",28145,2018,201801,236120,2018000858581,74,2018002361201,8,814,81408,1,2,67,1,2,53,11,114,72000
"1154",28148,2018,201801,236122,2018000858620,185,2018002361221,8,813,81308,1,1,185,1,2,36,11,114,0
"1155",28157,2018,201801,236127,2018000858794,68,2018002361271,8,815,81508,1,1,68,1,2,55,10,101,90000
